Wykroki skośne|REPEAT|SPLIT;FBW;FITNESS|20|LEGS|1) Pozycja stojąca.2) Dłonie na biodrach.3) Łopatki ściągnięte, brzuch i pośladki mocno napięte.|1) Utrzymując prawidłową pozycję wyjściową, weź wdech i wykonaj wykrok w przód i lekko na zewnątrz. 2) Następnie obniż pozycję tak, aby zarówno w nodze wykrocznej, jak i zakrocznej osiągnąć ok. 90 stopni zgięcia w kolanie.3) Wykonując wydech, wróć do pozycji wyjściowej.|1) Kontroluj ruch wykroku.2) Nie bujaj tułowiem (trzymaj tułów stabilnie w jednej linii).3) Głowa powinna znajdować się w równej linii z plecami.4) Wzrok skieruj przed siebie.5) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz).6) Ciężar rozłóż równomiernie na całej stopie wykrocznej.|video-wykroki-skosne.mp4|=
Przysiad wykroczny z nogą wykroczną na podwyższeniu|REPEAT|SPLIT;FBW;FITNESS|2|LEGS|1) Stań przed niewielkim podwyższeniem, np. stepem fitnessowym.2) Odległość od stepu fitnessowego musisz dobrać indywidualnie, kierując się poniższymi wskazówkami.3) Stopa nogi wykrocznej musi przez cały czas ćwiczenia przylegać do podłoża.4) Odległość pozwoli ci na znaczące wyjście kolana poza palce stopy wykrocznej. 5) Odległość pozwoli ci na utrzymanie lekkiego zgięcia kolana nogi zakrocznej. 6) Umieść jedną ze stóp na podwyższeniu. Zablokuj kolana, ramiona spoczywają bezpośrednio przy ciele.7) Biodra utrzymujw jednej linii, skierowane w przód. 8) Wyprostuj tułów, klatkę piersiową lekko wypchnij, wzrok skieruj w przód.|1) Nabierając powietrza do przepony, rozpocznij ruch od mocnego wypchnięcia kolana w przód.2)  kontynuuj do osiągnięcia maksymalnego zgięcia kolana nogi wykrocznej, lecz tak, aby pięta nogi wykrocznej nie odrywała się od podwyższenia. 3)  do przodu wykonuj z dużą kontrolą, bez nadmiernego pośpiechu. 4) Podczas ruchu utrzymuj pionową pozycję tułowia, nie pochylaj się. 5) Wraz z wydechem wróć do pozycji wyjściowej.|1)Ćwiczenie można zintensyfikować dzięki wykonywaniu go z hantlami.2)  w tym ćwiczeniu skierowany jest w przód – lekko w dół oraz w tył –lekko w górę. 3) Jeśli nie możesz utrzymać pełnego kontaktu miedzy stopą a podłożem, wówczas możesz zmienić podwyższenie na wyższe lub zwiększyć oddalenie stóp.4) Ogranicz ruch biodra, pracuj jedynie kolanem – zginając i je prostując.5) Ciężar dobierz tak, aby pozwalał ci na wykonywanie ćwiczenia w 100% prawidłowo. 6) Pilnuj, aby stopa nogi z przodu nie odrywała się od podłoża. 7) Nogę zakroczną staraj się utrzymywać w minimalnym ugięciu. 8) Pamiętaj o utrzymaniu poprawnej postawy oraz o oddechu podczas wykonywania ruchu. 9) Nie spiesz się podczas wykonywania ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym.|przysiad_wykroczny_z_noga_wykroczna_na_podwyzszeniu.mp4|
Przysiad wykroczny z nogą zakroczną na podwyższeniu|REPEAT|SPLIT;FBW;FITNESS|2|LEGS|1)Pozycja wykroczna ze stopą nogi zakrocznej na podwyższeniu, nogi wyprostowane.2) Plecy wyprostowane, łopatki ściśnięte ze sobą. 3) Ramiona ustawione na biodrach. 4) Mięśnie brzucha napięte.|1) Wykonaj głęboki wdech do przepony, ugnij kolana tak, aby utrzymać ciało w jednej linii.2)  kontynuuj do momentu, gdy kolano nogi zakrocznej znajdzie się tuż nad podłogą lub gdy poczujesz bardzo mocne rozciąganie nogi zakrocznej.3) Kontroluj biodra, aby cały czas znajdowały się na jednym poziomie. 4) Wraz z wydechem wykonaj wyprost w stawach kolanowych i powróć do pozycji wyjściowej.|1) Nie pochylaj ciała podczas wykonywania ćwiczenia. 2) Pilnuj, aby stopa nogi wykrocznej była dociśnięta do podłogi całą powierzchnią. 3) Pamiętaj o utrzymaniu wyprostowanej sylwetki oraz o utrzymaniu napięcia mięśni brzucha. 4) Kontroluj oddech podczas wykonywania ćwiczenia.5) Nie spiesz się podczas wykonywania ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym.|przysiad_wykroczny_z_noga_zakroczna_na_podwyzszeniu.mp4|
Poliquin step-up|REPEAT|SPLIT;FBW;FITNESS|7|LEGS|1) Pozycja stojąca najednej nodze na podwyższeniu ok. 20 cm. 2) Pod piętą minimalne podniesienie ok. 2 cm (krążek 1–2 kg). 3) Sylwetka wyprostowana, ramiona ustawione na biodrach lub wzdłuż ciała.4) Druga noga w powietrzu, stopa ustawiona w zgięciu grzbietowym (palce końcami skierowane w górę).|1) Wykonaj głęboki wdech. Powoli rozpocznij uginanie nogi w kolanie, zachowując biodra na jednej wysokości. 2) Utrzymując prawidłową postawę, schodź przez około 4 sekundy w dół, tak aby druga wyprostowana noga dotknęła piętą do podłogi. 3) Następnie bez wsparcia (odbicia) nogi na podłodze wyprostuj nogę w kolanie i wraz z wdechem wróć do pozycji początkowej.4) W pozycji początkowej pamiętaj o utrzymaniu kolana w aktywnym wyproście (bez przeprostu).|1) Pamiętaj o utrzymaniu prawidłowej postawy podczas wykonywania ćwiczenia. 2) Biodra utrzymuj cały czas na jednym poziomie. 3) Nie spiesz się podczas wykonywania tego ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym. 4) Pamiętaj, aby nie wykonywać przeprostów.|poliquin_step_up.mp4|
Poliquin step-up z hantlami|REPEAT|SPLIT;FBW;FITNESS|7;15|LEGS|1)Pozycja stojąca najednej nodze na podwyższeniu ok. 20 cm.2) Pod piętą minimalne podniesienie około 2 cm (krążek 1–2 kg). 3) Sylwetka wyprostowana, ramiona wzdłuż ciała, dłonie trzymają hantelki.4) Druga noga w powietrzu, stopa ustawiona w zgięciu grzbietowym (palce zadarte w górę).|1) Wykonaj głęboki wdech. Powoli rozpocznij uginanie nogi w kolanie, zachowując biodra na jednej wysokości. 2) Utrzymując prawidłową postawę, schodź przez około 4 sekundy w dół, tak aby druga wyprostowana noga dotknęła piętą podłogi. 3) Następnie bez wsparcia (odbicia) nogi od podłogi wyprostuj nogę w kolanie i wraz z wydechem wróć do pozycji początkowej.4) W pozycji początkowej pamiętaj o utrzymaniu kolana w aktywnym wyproście (bez przeprostu).|1) Pamiętaj o utrzymaniu prawidłowej postawy podczas wykonywania ćwiczenia. 2) Biodra utrzymuj cały czas na jednym poziomie.3) Nie śpiesz się podczas wykonywania tego ćwiczenia, zbyt szybkie wykonanie jest błędem technicznym. 4) Pamiętaj, aby nie wykonywać przeprostów.5) Ciężar dobierz tak, aby ćwiczenie wykonywać w 100% dokładnie.|poliquin_step_up_z_hantlami.mp4|
Przysiad z dłońmi trzymanymi za głową|REPEAT|SPLIT;FBW;FITNESS|20|LEGS| 1) Pozycja stojąca, plecy proste.2) Dłonie splecione z tyłu głowy.3)Stopy mniej więcej na szerokość barków, ustawione maksymalnie do 15 stopni na zewnątrz.4) Klatka piersiowa wypchnięta do przodu, łopatki ściągnięte, brzuch napięty.| 1) Utrzymując prawidłową pozycję wyjściową i naturalną krzywiznę kręgosłupa, wykonaj płynny i powolny przysiad do pozycji poniżej kąta prostego, wraz z powolnym wdechem powietrza. 2) Wykonując wydech, wstań do pozycji wyjściowej. Nie wykonuj przeprostu w stawach kolanowych. 3)Wykonaj wyznaczoną liczbę powtórzeń.| 1) Pamiętaj o prostych plecach i stałym napięciu korpusu.2) Kontroluj ruch przysiadu.3) Trzymaj tułów stabilnie w jednej linii. 4) Głowę trzymaj w równej linii z plecami. 5) Wzrok skieruj przed siebie (ewentualnie lekko do góry). 6) Nie wykonuj kociego grzbietu. 7) Nie wykonuj przeprostu w kolanach. 8) Bądź skoncentrowany. 9) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 10) Ciężar rozłóż równomiernie na całej stopie.|przysiad_z_dlonmi_trzymanymi_za_glowa.mp4|
Wykroki chodzone z dłońmi trzymanymi na klatce piersiowej|TIME|SPLIT;FBW;FITNESS|20|LEGS| 1) Pozycja stojąca, plecy proste.2) Dłonie splecione na klatce piersiowej.3) Klatka piersiowa wypchnięta do przodu, łopatki ściągnięte, brzuch napięty.| 1) Utrzymując prawidłową pozycję wyjściową i naturalną krzywiznę kręgosłupa, wykonaj wykrok jedną nogą do przodu tak, aby staw kolanowy nogi wykrocznej był zgięty w kącie około 90 stopni. Pamiętaj o wdechu powietrza. Noga zakroczna pozostaje z tyłu, przechodząc na palce podczas wykonywania wykroku. 2) Wykonując wydech, wstań dynamicznie, przenosząc nogę zakroczną do przodu do pozycji nogi wykrocznej. 3) Wykonaj wyznaczoną liczbę powtórzeń na każdą nogę.| 1) Pamiętaj o prostych plecach i stałym napięciu korpusu. 2) Kontroluj ruch wykroku. 3)Trzymaj tułów stabilnie w jednej linii. 4) Głowa w równej linii z plecami. 5) Wzrok skieruj przed siebie. 6) Nie wykonuj kociego grzbietu. 7) Bądź skoncentrowany. 8) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 9) Ciężar rozłóż równomiernie na całej stopie wykrocznej.|wykroki_chodzone_z_dlonmi_trzymanymi_na_klatce_piersiowej.mp4|
Wchodzenie na podwyższenie ze sztangą trzymaną na plecach|TIME|SPLIT;FBW;FITNESS|2;14|LEGS| 1) Pozycja stojąca ze sztangą na plecach.2) Dłonie na sztandze w szerokim rozstawie.3) Klatka piersiowa wypchnięta, brzuch i pośladki mocno napięte.4) Podwyższenie ustawione przed tobą.| 1) Utrzymując prawidłową pozycję wyjściową, weź wdech i unieś jedną nogę na podwyższenie, następnie przenosząc ciężar ciała na nogę wykroczną znajdującą się na podwyższeniu, unieś ciało na podwyższenie i dostaw nogę zakroczną.2) Wykonując wydech, wróć do pozycji wyjściowej.3) Wykonaj wyznaczoną liczbę powtórzeń.| 1) Pamiętaj o prostych plecach i stałym napięciu korpusu.2) Trzymaj tułów stabilnie w jednej linii. 3) Głowa w równej linii z plecami. 4) Wzrok skieruj przed siebie (ew. lekko do góry). 5) Nie wykonuj kociego grzbietu. 6) Nie wykonuj przeprostu w kolanach. 7) Bądź skoncentrowany. 8) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 9) Staraj się nie wychodzić kolanami poza linię palców. 10) Ciężar rozłóż równomiernie na całej stopie. 11) Ćwiczenie wykonuj, zmieniając nogi wykroczne.|wchodzenie_na_podwyzszenie_ze_sztanga_trzymana_na_plecach.mp4|
Przysiad z kettlami|TIME|SPLIT;FBW;FITNESS|16|LEGS| 1) Pozycja stojąca, plecy proste.2) Kettle trzymane na wysokości klatki piersiowej, oparte na ramionach, palce splecione.3) Stopy mniej więcej na szerokość barków, ustawione maksymalnie do 15 stopni na zewnątrz.4) Klatka piersiowa wypchnięta do przodu, łopatki ściągnięte, brzuch napięty.| 1) Utrzymując prawidłową pozycję wyjściową oraz naturalną krzywiznę kręgosłupa, wykonaj płynny i powolny przysiad do pozycji poniżej kąta prostego wraz z powolnym wdechem powietrza. 2) Wykonując wydech, wstań do pozycji wyjściowej. Nie wykonuj przeprostu w stawach kolanowych. 3) Wykonaj wyznaczoną liczbę powtórzeń.| 1) Pamiętaj o prostych plecach i stałym napięciu korpusu.2) Kontroluj ruch przysiadu.3) Trzymaj tułów stabilnie w jednej linii. 4) Głowę trzymaj w równej linii z plecami. 5) Wzrok skieruj przed siebie (ewentualnie lekko do góry). 6) Nie wykonuj kociego grzbietu. 7) Nie wykonuj przeprostu w kolanach. 8) Bądź skoncentrowany. 9) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 10) Ciężar rozłóż równomiernie na całych stopach.|przysiad_z_kettlami.mp4|
Przysiad ze sztangą trzymaną na plecach|TIME|SPLIT;FBW;FITNESS|14|LEGS| 1) Pozycja stojąca ze sztangą na plecach.2) Stopy mniej więcej na szerokości barków (palce stóp na zewnątrz).3) Dłonie na sztandze w szerokim rozstawie.4) Klatka piersiowa wypchnięta do przodu, brzuch i pośladki mocno napięte.| 1) Utrzymując prawidłową pozycję wyjściową i naturalną krzywiznę kręgosłupa, wykonaj płynny i powolny przysiad do pozycji mniej więcej kąta prostego, wraz z powolnym wdechem powietrza. 2) Wykonując wydech, wstań do pozycji wyjściowej. Nie wykonuj przeprostu w stawach kolanowych. 3) Wykonaj wyznaczoną liczbę powtórzeń.| 1) Pamiętaj o prostych plecach oraz odcinku lędźwiowym. 2) Kontroluj ruch siadu. 3) Nie bujaj tułowiem (trzymaj stabilnie w jednej linii). 4) Głowa w równej linii z plecami. 5) Wzrok skieruj przed siebie (ew. lekko do góry). 6) Nie wykonuj kociego grzbietu. 7) Nie wykonuj przeprostu w kolanach. 8) Bądź skoncentrowany. 9) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 10) Ciężar rozłóż równomiernie na całej stopie.|video-poprawka-przysiadu.mp4|
Wykroki w miejscu ze sztangą trzymaną na plecach|TIME|SPLIT;FBW;FITNESS|14|LEGS| 1) Pozycja stojąca ze sztangą na plecach.2) Dłonie na sztandze w szerokim rozstawie.3) Klatka piersiowa wypchnięta do przodu, brzuch i pośladki mocno napięte.| 1) Utrzymując prawidłową pozycję wyjściową i naturalną krzywiznę kręgosłupa, wykonaj wykrok jedną nogą tak, aby staw kolanowy nogi wykrocznej był zgięty w kącie około 90 stopni. Pamiętaj o wdechu powietrza. Noga zakroczna pozostaje w miejscu, przechodząc na palce podczas wykonywania wykroku. 2) Wykonując wydech, wstań dynamicznie do pozycji wyjściowej. 3) Wykonaj wyznaczona liczbę powtórzeń, zmieniając nogę wykroczną.| 1) Pamiętaj o prostych plecach oraz odcinku lędźwiowym. 2) Kontroluj ruch wykroku. 3) Nie bujaj tułowiem oraz sztangą (trzymaj ją stabilnie w jednej linii). 4) Głowa w równej linii z plecami. 5) Wzrok skieruj przed siebie. 6) Nie wykonuj kociego grzbietu. 7) Bądź skoncentrowany. 8) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 9) Ciężar rozłóż równomiernie na całej stopie wykrocznej.|wykroki_w_miejscu_ze_sztanga_trzymana_na_plecach.mp4|
Wykroki chodzone ze sztangą trzymaną na plecach|TIME|SPLIT;FBW;FITNESS|14|LEGS| 1) Pozycja stojąca ze sztangą na plecach.2) Dłonie na sztandze w szerokim rozstawie.3) Klatka piersiowa wypchniętado przodu, brzuch i pośladki mocno napięte.| 1) Utrzymując prawidłową pozycję wyjściową oraz naturalną krzywiznę kręgosłupa, wykonaj wykrok jedną nogą do przodu tak, aby staw kolanowy nogi wykrocznej był zgięty w kącie około 90 stopni. Pamiętaj o wdechu powietrza. Noga zakroczna pozostaje z tyłu, przechodząc na palce podczas wykonywania wykroku. 2) Wykonując wydech, wstań dynamicznie, przenosząc nogę zakroczną do przodu do pozycji nogi wykrocznej. 3)Wykonaj wyznaczoną liczbę powtórzeń na każdą nogę.| 1) Pamiętaj o prostych plecach oraz odcinku lędźwiowym. 2) Kontroluj ruch wykroku. 3) Nie bujaj tułowiem oraz sztangą (trzymaj stabilnie w jednej linii). 4) Głowa w równej linii z plecami. 5) Wzrok skieruj przed siebie. 6) Nie wykonuj kociego grzbietu. 7) Bądź skoncentrowany. 8) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 9) Ciężar rozłóż równomiernie na całej stopie wykrocznej.|wykroki_chodzone_ze_sztanga_trzymana_na_plecach.mp4|
Wykroki w miejscu z hantelkami|REPEAT|SPLIT;FBW;FITNESS|15|LEGS| 1) Sylwetka wyprostowana.2) Hantelki trzymane chwytem młotkowym.3) Mocno napięte mięśnie brzucha.4) Łopatki ściągnięte, brzuch i pośladki napięte.| 1) Weź wdech, utrzymując prawidłową pozycję wyjściową oraz naturalną krzywiznę kręgosłupa, wykonaj wykrok jedną nogą tak, aby staw kolanowy nogi wykrocznej był zgięty w kącie ok. 90 stopni. Noga zakroczna pozostaje w miejscu, przejdź na palce podczas wykonywania wykroku.2) Wykonaj wydech, wróć dynamicznie do pozycji wyjściowej.3) Wykonaj wyznaczoną liczbę powtórzeń, zmieniając nogę wykroczną.| 1) Kontroluj ruch wykroku.2) Nie bujaj tułowiem (trzymaj stabilnie w jednej linii).3) Wzrok skieruj przed siebie.4) Bądź skoncentrowany.5) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz).|wykroki_w_miejscu_z_hantelkami.mp4|
Przysiad z hantelkami|REPEAT|SPLIT;FBW;FITNESS|15|LEGS| 1) Pozycja stojąca, plecy proste.2) Hantelki trzymane chwytem młotkowym.3) Klatka piersiowa wypchnięta do przodu, łopatki ściągnięte, brzuch i pośladki napięte.4) Stopy mniej więcej na szerokości barków (palce stóp na zewnątrz).| 1) Utrzymując prawidłową pozycję wyjściową oraz naturalną krzywiznę kręgosłupa, wykonaj płynny i powolny przysiad wraz z powolnym wdechem powietrza. 2) Wykonując wydech, wstań do pozycji wyjściowej. Nie wykonuj przeprostu w stawach kolanowych. 3) Wykonaj wyznaczoną liczbę powtórzeń.| 1) Pamiętaj o prostych plecach oraz odcinku lędźwiowym. 2) Kontroluj ruch siadu. 3) Nie bujaj tułowiem (trzymaj stabilnie w jednej linii). 4) Głowę trzymaj w równej linii z plecami. 5) Wzrok skieruj przed siebie (ew. lekko do góry). 6) Nie wykonuj kociego grzbietu. 7) Nie wykonuj przeprostu w kolanach. 8) Bądź skoncentrowany. 9) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 10) Ciężar rozłóż równomiernie na całych stopach.|przysiad_z_hantelkami.mp4|
Przysiad ze sztangą trzymaną na barkach|REPEAT|SPLIT;FBW;FITNESS|14|LEGS| 1) Pozycja stojąca, plecy proste.2) Sztanga z przodu na klatce piersiowej.4) Stopy mniej więcej na szerokości barków (palce stóp na zewnątrz).5) Sztangę trzymamy podchwytem na szerokość barków. Łokcie jak najwyżej.6) Klatka piersiowa wypchnięta do przodu, łopatki ściągnięte, brzuch i pośladki napięte.7) Wariant drugi chwytu sztangi: ręce splecione na krzyż podtrzymują sztangę.| 1)Utrzymując prawidłową pozycję wyjściową inaturalną krzywiznę kręgosłupa, weź wdech, wykonaj płynny i powolny przysiad, tak by zejść biodrami poniżej linii kolan.2) Wykonując wydech, wstań do pozycji wyjściowej. Nie wykonuj przeprostu w stawach kolanowych.3) Wykonaj ruch wyznaczoną liczbę powtórzeń.| 1) Pamiętaj o prostych plecach oraz odcinku lędźwiowym. 2) Kontroluj ruch siadu. 3) Nie bujaj tułowiem (trzymaj stabilnie w jednej linii). 4) Głowę trzymaj w równej linii z plecami. 5) Wzrok skieruj przed siebie (ew. lekko do góry). 6) Nie wykonuj kociego grzbietu. 7) Nie wykonuj przeprostu w kolanach. 8) Bądź skoncentrowany. 9) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 10) Ciężar rozłóż równomiernie na całych stopach.|przysiad_ze_sztanga_trzymana_na_barkach.mp4|
Goblet squat – przysiad z kettlem lub hantelką|REPEAT|SPLIT;FBW;FITNESS|15|LEGS| 1) Pozycja stojąca, plecy proste.2) Kettlebell trzymany oburącz przed klatką piersiową.3) Stopy mniej więcej na szerokości barków (palce stóp na zewnątrz).4) Klatka piersiowa wypchnięta do przodu, łopatki ściągnięte, brzuch i pośladki napięte.| 1) Utrzymując prawidłową pozycję wyjściową i naturalną krzywiznę kręgosłupa, wykonaj płynny i powolny przysiad do pozycji poniżej kąta prostego, wraz z powolnym wdechem powietrza. 2) Wykonując wydech, wstań do pozycji wyjściowej. Nie rób przeprostu w stawach kolanowych. 3) Powtarzaj ruch wyznaczoną ilość razy.| 1) Pamiętaj o prostych plecach oraz odcinku lędźwiowym. 2) Kontroluj ruch siadu. 3) Nie bujaj tułowiem (trzymaj stabilnie w jednej linii). 4) Głowę trzymaj w równej linii z plecami. 5) Wzrok skieruj przed siebie (ew. lekko do góry). 6) Nie wykonuj kociego grzbietu. 7) Nie wykonuj przeprostu w kolanach. 8) Bądź skoncentrowany. 9) Nie prowadź kolan do wewnątrz (utrzymuj je skierowane lekko na zewnątrz). 10) Ciężar rozłóż równomiernie na całych stopach. 11) Kettlebell oprzyj o klatkę piersiową.|goblet_squat_przysiad_z_kettlem_lub_hantelka.mp4|
